ticket_id,timestamp,category,severity,description
TCK00217,2026-06-22T07:01:05,vendor_risk,high,Vendor remote-access session from Horizon Cleaning Services showed an elevated-privilege configuration change on Airfield-Ops-Portal without a documented change ticket.
TCK00000,2026-06-22T07:17:49,malware,low,Endpoint protection flagged suspicious executable on a workstation in AeroFuel Solutions. File quarantined; investigating lateral spread toward Departure-Control-System.
TCK00075,2026-06-22T07:54:09,phishing,low,A staff member in Engineering & Maintenance reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00080,2026-06-22T12:31:15,false_positive,low,Alert on STF1126 accessing HR-Self-Service after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00010,2026-06-22T15:14:57,network_intrusion,high,Unexpected lateral connection observed between vendor VPN segment and Baggage-Handling-System; source account is VND2013.
TCK00166,2026-06-22T15:56:37,false_positive,low,Spike in traffic from vendor-vpn was traced to a scheduled backup job on Cargo-Manifest-System; closed as benign.
TCK00103,2026-06-22T20:38:30,phishing,medium,Multiple phishing emails referencing 'urgent baggage system update' were sent to Gate Services staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00246,2026-06-22T21:31:30,false_positive,low,Spike in traffic from vendor-vpn was traced to a scheduled backup job on Airfield-Ops-Portal; closed as benign.
TCK00107,2026-06-23T06:03:55,false_positive,low,Alert on STF1109 accessing Gate-Management-System after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00135,2026-06-23T07:26:07,data_exposure,medium,A misconfigured report on Airfield-Ops-Portal briefly exposed operational schedule data to an unauthorised group.
TCK00223,2026-06-23T09:53:06,policy_violation,high,"STF1162 shared login credentials with a colleague in Ground Operations to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00110,2026-06-23T12:28:09,malware,low,Unusual outbound traffic from device DEV0061 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00227,2026-06-23T13:18:58,malware,low,Unusual outbound traffic from device DEV0099 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00019,2026-06-23T14:22:57,malware,low,Endpoint protection flagged suspicious executable on a workstation in Ground Operations. File quarantined; investigating lateral spread toward Gate-Management-System.
TCK00301,2026-06-23T16:12:47,policy_violation,medium,"STF1173 shared login credentials with a colleague in Baggage Handling to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00094,2026-06-23T17:54:11,network_intrusion,medium,Unexpected lateral connection observed between vendor VPN segment and Gate-Management-System; source account is VND2033.
TCK00180,2026-06-24T10:39:28,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Cargo-Manifest-System; closed as benign.
TCK00134,2026-06-24T10:41:52,false_positive,low,Spike in traffic from vendor-vpn was traced to a scheduled backup job on Baggage-Handling-System; closed as benign.
TCK00326,2026-06-24T12:09:26,policy_violation,medium,Personal USB device was connected to a workstation in SkyLink Ground Services in violation of endpoint policy.
TCK00202,2026-06-24T14:14:43,phishing,medium,A staff member in Retail Concessions reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00264,2026-06-24T16:20:00,access_abuse,low,"SOC noticed STF1119 (staff) logging into Baggage-Handling-System at 23:00, well outside normal shift hours. Access originated from passenger-wifi and included a privilege escalation attempt on Departure-Control-System."
TCK00211,2026-06-25T08:38:14,data_exposure,high,Bulk export of records from Airfield-Ops-Portal was performed by STF1029; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00126,2026-06-25T12:13:01,data_exposure,medium,A misconfigured report on Gate-Management-System briefly exposed operational schedule data to an unauthorised group.
TCK00237,2026-06-25T14:10:01,access_abuse,medium,"SOC noticed STF1176 (staff) logging into Baggage-Handling-System at 3:00, well outside normal shift hours. Access originated from passenger-wifi and included a privilege escalation attempt on Gate-Management-System."
TCK00043,2026-06-25T15:08:15,policy_violation,high,"STF1058 shared login credentials with a colleague in Gate Services to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00184,2026-06-25T15:52:23,network_intrusion,low,Unexpected lateral connection observed between vendor VPN segment and Departure-Control-System; source account is STF1158.
TCK00224,2026-06-26T06:34:01,false_positive,low,Spike in traffic from vendor-vpn was traced to a scheduled backup job on Departure-Control-System; closed as benign.
TCK00274,2026-06-26T09:48:02,malware,critical,Unusual outbound traffic from device DEV0243 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00182,2026-06-26T10:06:28,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Cargo-Manifest-System; closed as benign.
TCK00085,2026-06-26T10:52:02,access_abuse,low,Repeated failed authentication attempts for STF1005 against Baggage-Handling-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00068,2026-06-26T11:47:41,false_positive,low,Spike in traffic from staff-ops was traced to a scheduled backup job on Cargo-Manifest-System; closed as benign.
TCK00101,2026-06-26T12:41:40,access_abuse,medium,Repeated failed authentication attempts for STF1042 against Gate-Management-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00141,2026-06-26T14:55:13,malware,low,Unusual outbound traffic from device DEV0006 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00152,2026-06-26T19:10:17,false_positive,medium,Alert on STF1177 accessing Airfield-Ops-Portal after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00210,2026-06-26T19:36:09,policy_violation,low,"STF1019 shared login credentials with a colleague in Cargo to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00067,2026-06-26T21:47:23,data_exposure,medium,A misconfigured report on Baggage-Handling-System briefly exposed operational schedule data to an unauthorised group.
TCK00178,2026-06-27T10:59:37,malware,low,Unusual outbound traffic from device DEV0302 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00299,2026-06-27T12:46:10,phishing,medium,A staff member in Ground Operations reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00031,2026-06-27T13:34:21,phishing,high,Multiple phishing emails referencing 'urgent baggage system update' were sent to Falcon Cargo Handling staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00330,2026-06-27T16:15:54,access_abuse,low,Repeated failed authentication attempts for STF1123 against Gate-Management-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00247,2026-06-27T18:38:39,malware,high,Endpoint protection flagged suspicious executable on a workstation in Cargo. File quarantined; investigating lateral spread toward Baggage-Handling-System.
TCK00140,2026-06-27T18:58:28,policy_violation,low,"STF1034 shared login credentials with a colleague in Ground Operations to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00122,2026-06-27T19:58:36,network_intrusion,low,Unexpected lateral connection observed between vendor VPN segment and Baggage-Handling-System; source account is STF1127.
TCK00265,2026-06-27T20:32:37,policy_violation,medium,Personal USB device was connected to a workstation in Gate Services in violation of endpoint policy.
TCK00243,2026-06-28T07:03:47,policy_violation,high,"STF1097 shared login credentials with a colleague in Retail Concessions to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00011,2026-06-28T07:47:56,network_intrusion,high,Unexpected lateral connection observed between vendor VPN segment and Gate-Management-System; source account is STF1127.
TCK00251,2026-06-28T07:48:29,phishing,high,A staff member in Falcon Cargo Handling reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00213,2026-06-28T13:15:04,access_abuse,low,"SOC noticed STF1136 (staff) logging into Retail-POS-Backend at 1:00, well outside normal shift hours. Access originated from staff-ops and included a privilege escalation attempt on Airfield-Ops-Portal."
TCK00174,2026-06-28T14:12:09,malware,low,Unusual outbound traffic from device DEV0193 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00083,2026-06-28T16:12:04,access_abuse,medium,"SOC noticed STF1114 (staff) logging into Maintenance-Ticketing at 23:00, well outside normal shift hours. Access originated from staff-ops and included a privilege escalation attempt on Cargo-Manifest-System."
TCK00332,2026-06-28T17:09:30,policy_violation,medium,"STF1057 shared login credentials with a colleague in Cargo to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00233,2026-06-29T08:53:42,network_intrusion,critical,Unexpected lateral connection observed between vendor VPN segment and Gate-Management-System; source account is STF1171.
TCK00022,2026-06-29T10:20:58,vendor_risk,low,Horizon Cleaning Services technician accessed Departure-Control-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00272,2026-06-29T12:38:19,malware,low,Endpoint protection flagged suspicious executable on a workstation in Retail Concessions. File quarantined; investigating lateral spread toward Departure-Control-System.
TCK00218,2026-06-29T15:04:26,phishing,low,Multiple phishing emails referencing 'urgent baggage system update' were sent to Cargo staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00058,2026-06-30T06:50:48,access_abuse,low,Repeated failed authentication attempts for VND2019 against Retail-POS-Backend followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00197,2026-06-30T07:15:22,access_abuse,low,"SOC noticed STF1098 (staff) logging into Retail-POS-Backend at 23:00, well outside normal shift hours. Access originated from vendor-vpn and included a privilege escalation attempt on Gate-Management-System."
TCK00026,2026-06-30T18:12:56,network_intrusion,high,"Network monitoring flagged cross-segment traffic from passenger-wifi toward the operational network, targeting Departure-Control-System on port 80. Volume was significantly above baseline."
TCK00312,2026-06-30T18:40:37,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Gate-Management-System; closed as benign.
TCK00172,2026-07-01T07:05:00,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Gate-Management-System; closed as benign.
TCK00034,2026-07-01T08:40:24,access_abuse,low,"SOC noticed STF1064 (staff) logging into Baggage-Handling-System at 23:00, well outside normal shift hours. Access originated from vendor-vpn and included a privilege escalation attempt on Gate-Management-System."
TCK00190,2026-07-01T08:43:19,phishing,high,Multiple phishing emails referencing 'urgent baggage system update' were sent to Cargo staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00013,2026-07-01T08:51:23,vendor_risk,critical,Coastal Catering Co technician accessed Gate-Management-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00290,2026-07-01T11:32:30,vendor_risk,low,Vendor remote-access session from Horizon Cleaning Services showed an elevated-privilege configuration change on Gate-Management-System without a documented change ticket.
TCK00007,2026-07-01T11:32:51,false_positive,low,Spike in traffic from staff-ops was traced to a scheduled backup job on Departure-Control-System; closed as benign.
TCK00149,2026-07-01T12:33:13,vendor_risk,low,Vendor remote-access session from AeroFuel Solutions showed an elevated-privilege configuration change on Departure-Control-System without a documented change ticket.
TCK00338,2026-07-01T13:38:37,network_intrusion,medium,Unexpected lateral connection observed between vendor VPN segment and Departure-Control-System; source account is VND2033.
TCK00262,2026-07-01T15:35:41,policy_violation,low,"STF1155 shared login credentials with a colleague in Cargo to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00256,2026-07-01T17:04:18,access_abuse,critical,Repeated failed authentication attempts for STF1030 against Cargo-Manifest-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00298,2026-07-01T18:13:48,access_abuse,low,Repeated failed authentication attempts for VND2031 against Cargo-Manifest-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00168,2026-07-01T19:59:40,phishing,medium,A staff member in Ground Operations reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00333,2026-07-02T06:06:46,phishing,low,Multiple phishing emails referencing 'urgent baggage system update' were sent to Gate Services staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00189,2026-07-02T07:57:12,vendor_risk,low,SkyLink Ground Services technician accessed Gate-Management-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00004,2026-07-02T09:00:04,policy_violation,low,"STF1006 shared login credentials with a colleague in Retail Concessions to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00287,2026-07-02T10:01:51,data_exposure,medium,Bulk export of records from Baggage-Handling-System was performed by STF1174; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00322,2026-07-02T13:52:27,data_exposure,medium,A misconfigured report on Departure-Control-System briefly exposed operational schedule data to an unauthorised group.
TCK00040,2026-07-02T14:49:41,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Departure-Control-System; closed as benign.
TCK00057,2026-07-02T14:55:48,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Baggage-Handling-System; closed as benign.
TCK00278,2026-07-02T20:49:32,policy_violation,medium,"STF1072 shared login credentials with a colleague in Retail Concessions to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00163,2026-07-03T06:10:02,vendor_risk,high,Horizon Cleaning Services technician accessed Departure-Control-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00220,2026-07-03T06:14:40,malware,low,Unusual outbound traffic from device DEV0354 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00137,2026-07-03T06:45:49,access_abuse,medium,"SOC noticed VND2022 (vendor) logging into HR-Self-Service at 0:00, well outside normal shift hours. Access originated from vendor-vpn and included a privilege escalation attempt on Gate-Management-System."
TCK00313,2026-07-03T09:37:22,malware,medium,Endpoint protection flagged suspicious executable on a workstation in Retail Concessions. File quarantined; investigating lateral spread toward Baggage-Handling-System.
TCK00279,2026-07-03T09:39:56,network_intrusion,low,"Network monitoring flagged cross-segment traffic from passenger-wifi toward the operational network, targeting Airfield-Ops-Portal on port 8080. Volume was significantly above baseline."
TCK00191,2026-07-03T10:48:53,malware,critical,Unusual outbound traffic from device DEV0332 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00146,2026-07-03T14:23:50,data_exposure,low,A misconfigured report on Cargo-Manifest-System briefly exposed operational schedule data to an unauthorised group.
TCK00144,2026-07-03T18:06:28,policy_violation,high,Personal USB device was connected to a workstation in Falcon Cargo Handling in violation of endpoint policy.
TCK00276,2026-07-03T19:04:35,false_positive,low,Alert on STF1035 accessing Retail-POS-Backend after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00054,2026-07-03T21:34:02,access_abuse,high,Repeated failed authentication attempts for STF1134 against Airfield-Ops-Portal followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00117,2026-07-03T21:34:59,access_abuse,medium,"SOC noticed STF1166 (staff) logging into Airfield-Ops-Portal at 3:00, well outside normal shift hours. Access originated from passenger-wifi and included a privilege escalation attempt on Departure-Control-System."
TCK00214,2026-07-04T06:24:46,false_positive,medium,Alert on STF1078 accessing Retail-POS-Backend after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00295,2026-07-04T07:56:58,phishing,high,Multiple phishing emails referencing 'urgent baggage system update' were sent to AeroFuel Solutions staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00046,2026-07-04T08:59:37,false_positive,low,Alert on STF1154 accessing Retail-POS-Backend after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00027,2026-07-04T09:48:37,false_positive,low,Spike in traffic from staff-ops was traced to a scheduled backup job on Departure-Control-System; closed as benign.
TCK00112,2026-07-04T10:52:00,phishing,low,Multiple phishing emails referencing 'urgent baggage system update' were sent to Baggage Handling staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00056,2026-07-04T15:22:48,data_exposure,medium,Bulk export of records from Airfield-Ops-Portal was performed by STF1133; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00282,2026-07-04T17:24:41,phishing,low,Multiple phishing emails referencing 'urgent baggage system update' were sent to Cargo staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00154,2026-07-04T18:34:47,malware,low,Unusual outbound traffic from device DEV0190 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00209,2026-07-04T18:54:44,data_exposure,low,Bulk export of records from Airfield-Ops-Portal was performed by STF1159; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00147,2026-07-04T18:57:09,access_abuse,low,Repeated failed authentication attempts for STF1043 against Gate-Management-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00337,2026-07-04T20:59:46,data_exposure,low,Bulk export of records from Departure-Control-System was performed by STF1174; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00281,2026-07-04T21:06:15,phishing,low,A staff member in Ground Operations reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00133,2026-07-04T21:52:40,phishing,high,A staff member in Meridian Aircraft Maintenance reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00241,2026-07-05T08:42:18,network_intrusion,medium,"Network monitoring flagged cross-segment traffic from staff-ops toward the operational network, targeting Airfield-Ops-Portal on port 8080. Volume was significantly above baseline."
TCK00328,2026-07-05T09:24:57,access_abuse,medium,"SOC noticed STF1165 (staff) logging into Departure-Control-System at 0:00, well outside normal shift hours. Access originated from passenger-wifi and included a privilege escalation attempt on Cargo-Manifest-System."
TCK00047,2026-07-05T19:28:06,network_intrusion,medium,"Network monitoring flagged cross-segment traffic from staff-ops toward the operational network, targeting Gate-Management-System on port 5432. Volume was significantly above baseline."
TCK00128,2026-07-06T07:04:40,access_abuse,high,Repeated failed authentication attempts for STF1044 against Staff-VPN followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00148,2026-07-06T07:09:50,vendor_risk,critical,Vendor remote-access session from Coastal Catering Co showed an elevated-privilege configuration change on Departure-Control-System without a documented change ticket.
TCK00277,2026-07-06T07:53:43,network_intrusion,low,Unexpected lateral connection observed between vendor VPN segment and Gate-Management-System; source account is STF1000.
TCK00136,2026-07-06T13:37:01,phishing,critical,Multiple phishing emails referencing 'urgent baggage system update' were sent to Security staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00288,2026-07-06T14:00:45,data_exposure,medium,Bulk export of records from Cargo-Manifest-System was performed by VND2010; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00263,2026-07-06T15:58:52,vendor_risk,low,Vendor remote-access session from Coastal Catering Co showed an elevated-privilege configuration change on Cargo-Manifest-System without a documented change ticket.
TCK00225,2026-07-07T06:40:05,data_exposure,high,A misconfigured report on Departure-Control-System briefly exposed operational schedule data to an unauthorised group.
TCK00064,2026-07-07T08:49:37,access_abuse,critical,Repeated failed authentication attempts for STF1024 against HR-Self-Service followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00061,2026-07-07T13:06:19,false_positive,low,Alert on STF1021 accessing Staff-VPN after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00021,2026-07-07T15:20:24,data_exposure,critical,A misconfigured report on Cargo-Manifest-System briefly exposed operational schedule data to an unauthorised group.
TCK00289,2026-07-07T16:13:47,policy_violation,low,"STF1155 shared login credentials with a colleague in Cargo to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00055,2026-07-07T21:48:18,vendor_risk,high,Horizon Cleaning Services technician accessed Baggage-Handling-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00175,2026-07-07T21:50:21,data_exposure,medium,A misconfigured report on Airfield-Ops-Portal briefly exposed operational schedule data to an unauthorised group.
TCK00273,2026-07-07T21:52:30,phishing,low,A staff member in Baggage Handling reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00207,2026-07-08T08:01:45,network_intrusion,critical,Unexpected lateral connection observed between vendor VPN segment and Cargo-Manifest-System; source account is VND2029.
TCK00327,2026-07-08T08:18:41,vendor_risk,medium,SkyLink Ground Services technician accessed Cargo-Manifest-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00259,2026-07-08T09:11:05,network_intrusion,high,Unexpected lateral connection observed between vendor VPN segment and Departure-Control-System; source account is STF1008.
TCK00109,2026-07-08T19:37:21,phishing,medium,Multiple phishing emails referencing 'urgent baggage system update' were sent to Ground Operations staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00052,2026-07-08T21:52:13,false_positive,low,Alert on VND2019 accessing Departure-Control-System after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00017,2026-07-09T10:37:25,malware,high,Endpoint protection flagged suspicious executable on a workstation in Ground Operations. File quarantined; investigating lateral spread toward Departure-Control-System.
TCK00193,2026-07-09T18:47:16,phishing,low,Multiple phishing emails referencing 'urgent baggage system update' were sent to Ground Operations staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00285,2026-07-09T18:54:13,network_intrusion,critical,Unexpected lateral connection observed between vendor VPN segment and Gate-Management-System; source account is STF1151.
TCK00176,2026-07-09T20:11:47,malware,critical,Endpoint protection flagged suspicious executable on a workstation in IT. File quarantined; investigating lateral spread toward Airfield-Ops-Portal.
TCK00321,2026-07-10T07:31:44,network_intrusion,critical,Unexpected lateral connection observed between vendor VPN segment and Gate-Management-System; source account is STF1037.
TCK00208,2026-07-10T08:10:12,phishing,medium,Multiple phishing emails referencing 'urgent baggage system update' were sent to Horizon Cleaning Services staff. One recipient clicked the link; endpoint isolated as a precaution.
TCK00014,2026-07-10T09:40:21,access_abuse,high,"SOC noticed STF1100 (staff) logging into Departure-Control-System at 23:00, well outside normal shift hours. Access originated from staff-ops and included a privilege escalation attempt on Airfield-Ops-Portal."
TCK00049,2026-07-10T11:42:10,network_intrusion,medium,Unexpected lateral connection observed between vendor VPN segment and Departure-Control-System; source account is STF1029.
TCK00092,2026-07-10T12:31:55,malware,medium,Unusual outbound traffic from device DEV0055 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00293,2026-07-10T13:17:16,data_exposure,high,A misconfigured report on Airfield-Ops-Portal briefly exposed operational schedule data to an unauthorised group.
TCK00308,2026-07-10T16:41:25,false_positive,low,Spike in traffic from passenger-wifi was traced to a scheduled backup job on Baggage-Handling-System; closed as benign.
TCK00177,2026-07-10T17:35:50,vendor_risk,low,AeroFuel Solutions technician accessed Baggage-Handling-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00194,2026-07-10T17:56:14,malware,low,Unusual outbound traffic from device DEV0189 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00127,2026-07-10T18:25:05,phishing,low,A staff member in Ground Operations reported a suspicious email impersonating IT support requesting VPN credentials. Email header shows spoofed domain. No credentials confirmed compromised yet.
TCK00324,2026-07-10T21:45:58,policy_violation,medium,Personal USB device was connected to a workstation in IT in violation of endpoint policy.
TCK00331,2026-07-11T06:29:48,vendor_risk,high,Vendor remote-access session from Coastal Catering Co showed an elevated-privilege configuration change on Baggage-Handling-System without a documented change ticket.
TCK00125,2026-07-11T08:13:18,network_intrusion,high,"Network monitoring flagged cross-segment traffic from staff-ops toward the operational network, targeting Cargo-Manifest-System on port 80. Volume was significantly above baseline."
TCK00318,2026-07-11T09:27:36,policy_violation,high,"STF1086 shared login credentials with a colleague in Baggage Handling to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00138,2026-07-11T10:13:26,malware,low,Endpoint protection flagged suspicious executable on a workstation in Ground Operations. File quarantined; investigating lateral spread toward Gate-Management-System.
TCK00132,2026-07-11T18:54:32,vendor_risk,medium,SkyLink Ground Services technician accessed Gate-Management-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00306,2026-07-11T21:26:56,malware,low,Unusual outbound traffic from device DEV0185 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00003,2026-07-12T10:09:03,vendor_risk,low,Coastal Catering Co technician accessed Departure-Control-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00098,2026-07-12T13:40:22,network_intrusion,critical,Unexpected lateral connection observed between vendor VPN segment and Departure-Control-System; source account is STF1143.
TCK00260,2026-07-12T15:41:13,policy_violation,medium,Personal USB device was connected to a workstation in Gate Services in violation of endpoint policy.
TCK00297,2026-07-12T17:07:20,false_positive,low,Alert on STF1175 accessing Retail-POS-Backend after hours was reviewed; confirmed as an authorised maintenance window logged in advance. No further action required.
TCK00161,2026-07-12T17:17:59,malware,low,Unusual outbound traffic from device DEV0231 to an external IP consistent with command-and-control beaconing. Device isolated pending forensic review.
TCK00160,2026-07-13T06:07:08,policy_violation,medium,"STF1017 shared login credentials with a colleague in Gate Services to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00091,2026-07-13T09:43:09,network_intrusion,high,"Network monitoring flagged cross-segment traffic from staff-ops toward the operational network, targeting Airfield-Ops-Portal on port 445. Volume was significantly above baseline."
TCK00131,2026-07-13T16:19:18,access_abuse,medium,"SOC noticed STF1160 (staff) logging into Maintenance-Ticketing at 3:00, well outside normal shift hours. Access originated from staff-ops and included a privilege escalation attempt on Departure-Control-System."
TCK00304,2026-07-13T18:06:01,vendor_risk,medium,Coastal Catering Co technician accessed Cargo-Manifest-System outside the scheduled maintenance window listed in the service agreement. Contract compliance review requested.
TCK00179,2026-07-13T20:08:46,access_abuse,critical,"SOC noticed STF1055 (staff) logging into Departure-Control-System at 1:00, well outside normal shift hours. Access originated from staff-ops and included a privilege escalation attempt on Baggage-Handling-System."
TCK00203,2026-07-14T07:39:42,malware,low,Endpoint protection flagged suspicious executable on a workstation in Baggage Handling. File quarantined; investigating lateral spread toward Airfield-Ops-Portal.
TCK00111,2026-07-14T08:23:19,false_positive,low,Spike in traffic from vendor-vpn was traced to a scheduled backup job on Departure-Control-System; closed as benign.
TCK00129,2026-07-14T12:36:35,access_abuse,medium,Repeated failed authentication attempts for VND2017 against Baggage-Handling-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00300,2026-07-14T16:05:51,malware,medium,Endpoint protection flagged suspicious executable on a workstation in IT. File quarantined; investigating lateral spread toward Baggage-Handling-System.
TCK00157,2026-07-14T16:53:32,policy_violation,medium,"STF1108 shared login credentials with a colleague in Security to expedite shift handover, violating access-control policy. Manager notified for corrective action."
TCK00335,2026-07-14T17:47:43,access_abuse,low,Repeated failed authentication attempts for STF1085 against Departure-Control-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00118,2026-07-14T18:37:27,data_exposure,high,A misconfigured report on Departure-Control-System briefly exposed operational schedule data to an unauthorised group.
TCK00070,2026-07-14T20:47:50,access_abuse,high,"SOC noticed STF1151 (staff) logging into Airfield-Ops-Portal at 2:00, well outside normal shift hours. Access originated from staff-ops and included a privilege escalation attempt on Airfield-Ops-Portal."
TCK00076,2026-07-15T06:53:23,data_exposure,medium,Bulk export of records from Departure-Control-System was performed by STF1117; volume far exceeds routine reporting patterns. Data-loss-prevention review initiated.
TCK00261,2026-07-15T07:54:37,vendor_risk,low,Vendor remote-access session from AeroFuel Solutions showed an elevated-privilege configuration change on Cargo-Manifest-System without a documented change ticket.
TCK00271,2026-07-15T09:38:00,access_abuse,medium,Repeated failed authentication attempts for VND2030 against Staff-VPN followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00249,2026-07-15T14:44:02,vendor_risk,low,Vendor remote-access session from Horizon Cleaning Services showed an elevated-privilege configuration change on Baggage-Handling-System without a documented change ticket.
TCK00236,2026-07-15T16:04:37,access_abuse,critical,Repeated failed authentication attempts for STF1015 against Departure-Control-System followed by a successful login from an unusual location. Recommend forcing password reset and reviewing session activity.
TCK00001,2026-07-15T16:28:33,access_abuse,medium,"SOC noticed VND2034 (vendor) logging into Cargo-Manifest-System at 3:00, well outside normal shift hours. Access originated from vendor-vpn and included a privilege escalation attempt on Departure-Control-System."
